image 1/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\00c9sdfq.jpg: 640x480 1 potholes, 88.8ms
image 394/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lgj2l7a1.jpg: 448x640 (no detections), 27.9ms
image 395/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\li9ws8hf.jpg: 448x640 2 potholess, 26.9ms
image 396/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lijylxc7.jpg: 480x640 2 potholess, 26.9ms
image 397/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lj1qib0l.jpg: 384x640 2 potholess, 22.9ms
image 398/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lj8r81wr.jpg: 384x640 5 potholess, 21.9ms
image 399/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\ljwmfk21.jpg: 448x640 1 potholes, 24.9ms
image 400/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lkga01db.jpg: 480x640 1 potholes, 28.9ms
image 401/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lktayn5g.jpg: 384x640 1 potholes, 20.9ms
image 402/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\llxuwtm5.jpg: 416x640 (no detections), 23.9ms
image 403/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lm921ykz.jpg: 448x640 2 potholess, 26.9ms
image 404/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lnapcmoe.jpg: 416x640 (no detections), 27.9ms
image 405/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lnbfbubz.jpg: 640x480 1 potholes, 22.9ms
image 406/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lnsme8b2.jpg: 640x640 (no detections), 30.9ms
image 407/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lnyb112j.jpg: 480x640 2 potholess, 29.9ms
image 408/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lo9ml44w.jpg: 384x640 1 potholes, 19.9ms
image 409/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\loc77cgn.jpg: 512x640 2 potholess, 23.9ms
image 410/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\los9w3cr.jpg: 384x640 2 potholess, 23.9ms
image 411/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lpeebz5y.jpg: 384x640 1 potholes, 18.9ms
image 412/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lpt1b1od.jpg: 640x640 1 potholes, 31.9ms
image 413/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lpu2iplk.jpg: 640x640 (no detections), 28.9ms
image 414/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lq0l717b.jpg: 640x640 1 potholes, 28.9ms
image 415/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lr5g2woz.jpg: 384x640 (no detections), 20.9ms
image 416/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lrigjexv.jpg: 448x640 2 potholess, 27.9ms
image 417/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lriiexrv.jpg: 480x640 2 potholess, 28.9ms
image 418/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lrpqtuf4.jpg: 448x640 2 potholess, 26.9ms
image 419/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lsakc3tz.jpg: 352x640 4 potholess, 20.9ms
image 420/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lsrlmkla.jpg: 352x640 10 potholess, 18.9ms
image 421/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lsvvrkwc.jpg: 640x480 1 potholes, 28.9ms
image 422/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lt27ew44.jpg: 480x640 (no detections), 24.9ms
image 423/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\ltnu3lbc.jpg: 480x640 (no detections), 24.9ms
image 424/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\ltpsa3ac.jpg: 448x640 1 potholes, 27.9ms
image 425/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\ltrr83pn.jpg: 448x640 (no detections), 24.9ms
image 426/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\luk2gksp.jpg: 640x640 1 potholes, 29.9ms
image 427/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lvs7bzvy.jpg: 448x640 2 potholess, 23.9ms
image 428/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lvyx8rl8.jpg: 352x640 (no detections), 19.9ms
image 429/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lw2q1cpw.jpg: 640x480 1 potholes, 25.9ms
image 430/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lwbebwco.jpg: 640x640 (no detections), 30.9ms
image 431/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lx176ywd.jpg: 640x640 (no detections), 28.9ms
image 432/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lxhfdajm.jpg: 448x640 2 potholess, 27.9ms
image 433/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lxhpz3sy.jpg: 416x640 (no detections), 27.9ms
image 434/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\lzayukv3.jpg: 640x640 (no detections), 28.9ms
image 435/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m0aovght.jpg: 480x640 2 potholess, 29.9ms
image 436/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m0kabskp.jpg: 480x640 2 potholess, 26.9ms
image 437/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m10jkjtj.jpg: 448x640 5 potholess, 24.9ms
image 438/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m15qpry8.jpg: 384x640 2 potholess, 24.9ms
image 439/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m19knjpk.jpg: 480x640 1 potholes, 27.9ms
image 440/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m1ce7h1t.jpg: 384x640 2 potholess, 19.9ms
image 441/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m24xh9ld.jpg: 640x640 1 potholes, 28.9ms
image 442/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m2bh3g0n.jpg: 448x640 1 potholes, 24.9ms
image 443/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m2cjwm73.jpg: 640x640 2 potholess, 31.9ms
image 444/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m2kso8ac.jpg: 448x640 1 potholes, 24.9ms
image 445/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m2zy7nlq.jpg: 480x640 (no detections), 28.9ms
image 446/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m3g1l2iz.jpg: 448x640 4 potholess, 29.9ms
image 447/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m3u8lt1x.jpg: 448x640 2 potholess, 28.9ms
image 448/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m432oqu0.jpg: 384x640 2 potholess, 24.9ms
image 449/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m4ypy2jb.jpg: 384x640 3 potholess, 18.9ms
image 450/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m5pmrda8.jpg: 384x640 (no detections), 21.9ms
image 451/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m5ttn0bw.jpg: 480x640 1 potholes, 56.8ms
image 452/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m5vionvw.jpg: 384x640 4 potholess, 27.9ms
image 453/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m5word4e.jpg: 480x640 3 potholess, 26.9ms
image 454/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m6aczgk9.jpg: 576x640 (no detections), 25.9ms
image 455/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m6kgq7ka.jpg: 416x640 1 potholes, 23.9ms
image 456/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m6tfejo5.jpg: 448x640 2 potholess, 32.9ms
image 457/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m6zucikd.jpg: 480x640 2 potholess, 26.9ms
image 458/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m78g94fs.jpg: 384x640 1 potholes, 22.9ms
image 459/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m7k0a0x5.jpg: 224x640 1 potholes, 17.0ms
image 460/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m841gc6m.jpg: 448x640 1 potholes, 23.9ms
image 461/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m89q4x3d.jpg: 640x640 1 potholes, 31.9ms
image 462/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m92z0yb8.jpg: 416x640 2 potholess, 31.9ms
image 463/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m93o8h99.jpg: 640x480 2 potholess, 27.9ms
image 464/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m94x05cd.jpg: 384x640 3 potholess, 19.9ms
image 465/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m9brn2ur.jpg: 448x640 5 potholess, 20.9ms
image 466/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m9h6gd0a.jpg: 448x640 2 potholess, 28.9ms
image 467/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m9o1s9bf.jpg: 384x640 2 potholess, 20.9ms
image 468/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\m9tdh6fy.jpg: 480x640 2 potholess, 25.9ms
image 469/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\macghxt2.jpg: 640x480 3 potholess, 23.9ms
image 470/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\marjaqlp.jpg: 640x448 (no detections), 19.9ms
image 471/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mb1u96p1.jpg: 384x640 1 potholes, 18.0ms
image 472/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mbjzv4ol.jpg: 384x640 2 potholess, 17.0ms
image 473/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mbnej5qg.jpg: 448x640 3 potholess, 21.9ms
image 474/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mca5umcl.jpg: 640x640 1 potholes, 25.9ms
image 475/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mcbdx488.jpg: 384x640 3 potholess, 17.0ms
image 476/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mcu9tddh.jpg: 384x640 1 potholes, 17.0ms
image 477/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mcw078u5.jpg: 352x640 1 potholes, 17.0ms
image 478/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\md0jthwp.jpg: 384x640 1 potholes, 18.9ms
image 479/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mddu8avj.jpg: 384x640 4 potholess, 16.0ms
image 480/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mdfiu96k.jpg: 480x640 2 potholess, 20.9ms
image 481/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mdgs4dea.jpg: 640x480 2 potholess, 18.9ms
image 482/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mdqh2duz.jpg: 640x640 (no detections), 25.9ms
image 483/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mdvvzbst.jpg: 288x640 2 potholess, 18.0ms
image 484/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\me2k66zw.jpg: 640x640 1 potholes, 25.9ms
image 485/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\med0ws3s.jpg: 640x640 1 potholes, 21.9ms
image 486/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mevlv8kl.jpg: 384x640 2 potholess, 18.0ms
image 487/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mf5rcpy4.jpg: 384x640 1 potholes, 16.0ms
image 488/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mfdglr4h.jpg: 320x640 3 potholess, 18.0ms
image 489/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mfyw9b5o.jpg: 480x640 (no detections), 20.9ms
image 490/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mgdm0cwa.jpg: 640x640 1 potholes, 24.9ms
image 491/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mgtrmwss.jpg: 640x640 1 potholes, 22.9ms
image 492/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mh25jdos.jpg: 448x640 1 potholes, 22.9ms
image 493/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mh9t14ii.jpg: 512x640 6 potholess, 21.9ms
image 494/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mhmewlz7.jpg: 384x640 7 potholess, 16.0ms
image 495/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mhy5mrzk.jpg: 384x640 3 potholess, 17.0ms
image 496/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mi2lq7uj.jpg: 640x480 9 potholess, 18.9ms
image 497/497 E:\University\PythonProject\UltralyticsPotholes\potholes\part5\mibzrirp.jpg: 640x480 2 potholess, 18.9ms
image 1/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\miofdeta.jpg: 448x640 (no detections), 70.8ms
image 2/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mj9hrtt8.jpg: 384x640 2 potholess, 69.8ms
image 3/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mjejhtb8.jpg: 384x640 (no detections), 19.9ms
image 4/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mjqj9h3s.jpg: 448x640 2 potholess, 26.9ms
image 5/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mjternun.jpg: 448x640 (no detections), 25.9ms
image 6/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mjufmus5.jpg: 352x640 3 potholess, 77.8ms
image 7/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mk7fc4xf.jpg: 640x640 3 potholess, 27.9ms
image 8/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mk7ko5hg.jpg: 480x640 (no detections), 78.8ms
image 9/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mkp4cph6.jpg: 480x640 1 potholes, 23.9ms
image 10/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mkwdioys.jpg: 640x640 1 potholes, 28.9ms
image 11/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mlvy3ieb.jpg: 480x640 2 potholess, 24.9ms
image 12/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mmxsjnf6.jpg: 448x640 9 potholess, 24.9ms
image 13/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mn2zofwg.jpg: 448x640 4 potholess, 23.9ms
image 14/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mn48zatx.jpg: 448x640 5 potholess, 22.9ms
image 15/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mn5q7b5l.jpg: 480x640 2 potholess, 23.9ms
image 16/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mnt6lhuv.jpg: 448x640 1 potholes, 23.9ms
image 17/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mnt7debg.jpg: 448x640 (no detections), 22.9ms
image 18/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mo1b32xw.jpg: 480x640 1 potholes, 25.9ms
image 19/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mo76j4i6.jpg: 224x640 2 potholess, 69.8ms
image 20/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\moa74b18.jpg: 640x640 1 potholes, 27.9ms
image 21/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mobee686.jpg: 448x640 4 potholess, 23.9ms
image 22/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\moeax9hq.jpg: 352x640 (no detections), 18.0ms
image 23/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\momdoc6r.jpg: 640x640 (no detections), 27.9ms
image 24/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mpsafe4t.jpg: 416x640 (no detections), 94.8ms
image 25/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mpul2zti.jpg: 448x640 2 potholess, 24.9ms
image 26/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mq0ywvq9.jpg: 512x640 2 potholess, 66.8ms
image 27/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mqgyj7mg.jpg: 384x640 2 potholess, 19.9ms
image 28/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mqq8hand.jpg: 384x640 2 potholess, 20.9ms
image 29/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mr421afx.jpg: 352x640 1 potholes, 20.9ms
image 30/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\msdumg2q.jpg: 448x640 2 potholess, 27.9ms
image 31/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\msl5bziu.jpg: 384x640 3 potholess, 20.9ms
image 32/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\msqq9m4t.jpg: 384x640 (no detections), 20.9ms
image 33/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mt0ahho4.jpg: 480x640 2 potholess, 24.9ms
image 34/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mtulq18y.jpg: 448x640 (no detections), 21.9ms
image 35/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mtzxxpoh.jpg: 640x640 1 potholes, 23.9ms
image 36/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mu2c571q.jpg: 448x640 3 potholess, 21.9ms
image 37/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mu7teng4.jpg: 480x640 1 potholes, 19.9ms
image 38/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mv2mmz49.jpg: 480x640 1 potholes, 20.9ms
image 39/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mv7fea2f.jpg: 384x640 2 potholess, 17.0ms
image 40/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mvhbhft1.jpg: 640x640 4 potholess, 23.9ms
image 41/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mvu54jxi.jpg: 352x640 2 potholess, 17.0ms
image 42/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mw034uim.jpg: 320x640 3 potholess, 69.8ms
image 43/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mw47s63r.jpg: 640x480 3 potholess, 70.8ms
image 44/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mwu1qfah.jpg: 480x640 1 potholes, 20.9ms
image 45/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mwum4fe9.jpg: 640x544 8 potholess, 72.8ms
image 46/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mx7npz3e.jpg: 384x640 1 potholes, 17.0ms
image 47/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mx9s71nf.jpg: 448x640 1 potholes, 20.9ms
image 48/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\my05g8c8.jpg: 640x544 1 potholes, 21.9ms
image 49/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\myncpvzc.jpg: 448x640 2 potholess, 20.9ms
image 50/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\mzmlx194.jpg: 480x640 2 potholess, 21.9ms
image 51/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n0ifdzpt.jpg: 640x480 (no detections), 22.9ms
image 52/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n0jw7yok.jpg: 640x640 2 potholess, 28.9ms
image 53/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n0xsjdnk.jpg: 640x640 2 potholess, 26.9ms
image 54/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n1kquyv1.jpg: 448x640 1 potholes, 23.9ms
image 55/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n1tnomjf.jpg: 384x640 1 potholes, 18.9ms
image 56/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n22og2mg.jpg: 448x640 8 potholess, 23.9ms
image 57/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n24jyrzf.jpg: 480x640 (no detections), 23.9ms
image 58/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n3ymbnyg.jpg: 640x480 2 potholess, 22.9ms
image 59/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n4hbfbxr.jpg: 480x640 1 potholes, 24.9ms
image 60/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n4vqyqup.jpg: 480x640 1 potholes, 23.9ms
image 61/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n516dw87.jpg: 384x640 1 potholes, 18.9ms
image 62/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n5gjhglo.jpg: 640x480 4 potholess, 22.9ms
image 63/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n5oldwmy.jpg: 448x640 4 potholess, 23.9ms
image 64/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n5uhrsg6.jpg: 448x640 2 potholess, 22.9ms
image 65/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n61xvbq5.jpg: 416x640 3 potholess, 23.9ms
image 66/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n63wt94w.jpg: 448x640 9 potholess, 24.9ms
image 67/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n669rrvr.jpg: 640x480 (no detections), 23.9ms
image 68/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n66qkxzl.jpg: 416x640 1 potholes, 22.9ms
image 69/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n6suhjt9.jpg: 480x640 1 potholes, 23.9ms
image 70/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n6x4wmne.jpg: 448x640 1 potholes, 22.9ms
image 71/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n7jl3exa.jpg: 384x640 2 potholess, 19.9ms
image 72/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n7js6004.jpg: 640x480 1 potholes, 22.9ms
image 73/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n7yn1eke.jpg: 416x640 1 potholes, 20.9ms
image 74/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n88upk3k.jpg: 448x640 (no detections), 20.9ms
image 75/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n8uuic8j.jpg: 416x640 (no detections), 20.9ms
image 76/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n96h47kq.jpg: 640x640 1 potholes, 23.9ms
image 77/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n989v0qd.jpg: 384x640 3 potholess, 18.0ms
image 78/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n9dt3jxb.jpg: 640x640 2 potholess, 22.9ms
image 79/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n9hcucd4.jpg: 480x640 (no detections), 22.9ms
image 80/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\n9s22aex.jpg: 480x640 4 potholess, 22.1ms
image 81/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nb49chve.jpg: 640x640 (no detections), 24.9ms
image 82/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nb4qeob5.jpg: 448x640 4 potholess, 20.9ms
image 83/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nb77oteo.jpg: 384x640 3 potholess, 17.0ms
image 84/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nb8tsubz.jpg: 384x640 1 potholes, 15.0ms
image 85/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nbgy9nl2.jpg: 448x640 3 potholess, 21.9ms
image 86/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nbjtryy8.jpg: 640x480 1 potholes, 19.9ms
image 87/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nbktuqg1.jpg: 640x640 2 potholess, 24.9ms
image 88/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nbn9aiyf.jpg: 640x640 (no detections), 21.9ms
image 89/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nbvryyxe.jpg: 448x640 1 potholes, 20.9ms
image 90/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nca7hhre.jpg: 480x640 1 potholes, 20.9ms
image 91/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ncluw13f.jpg: 384x640 (no detections), 17.0ms
image 92/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ncmwfpdj.jpg: 384x640 (no detections), 16.0ms
image 93/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ncsml0ey.jpg: 384x640 2 potholess, 16.9ms
image 94/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ncw2fphj.jpg: 448x640 3 potholess, 20.9ms
image 95/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nd0nzgbx.jpg: 480x640 6 potholess, 21.9ms
image 96/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nenj4cs8.jpg: 480x640 1 potholes, 20.9ms
image 97/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nevw99gc.jpg: 480x640 1 potholes, 20.9ms
image 98/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nf5rwish.jpg: 448x640 1 potholes, 21.9ms
image 99/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nfxd6ijn.jpg: 608x640 2 potholess, 79.8ms
image 100/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ng69gtq4.jpg: 480x640 (no detections), 20.9ms
image 101/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ngp3fdlp.jpg: 384x640 (no detections), 17.0ms
image 102/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nho2j1xg.jpg: 352x640 (no detections), 17.0ms
image 103/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nhsdoarn.jpg: 448x640 10 potholess, 20.9ms
image 104/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nhz2utnx.jpg: 640x512 4 potholess, 65.8ms
image 105/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nie7ivn0.jpg: 384x640 3 potholess, 16.0ms
image 106/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nieqadtg.jpg: 480x640 3 potholess, 21.9ms
image 107/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nif1636r.jpg: 640x640 2 potholess, 24.9ms
image 108/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nilr2wnc.jpg: 384x640 2 potholess, 16.0ms
image 109/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\niy1hzn8.jpg: 352x640 5 potholess, 17.0ms
image 110/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\njialpif.jpg: 640x480 7 potholess, 19.0ms
image 111/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\njovkwml.jpg: 352x640 (no detections), 16.0ms
